identifier,frequency,startdate,splitgift,donor,motivation_1,recipient_support_1,recipient_keymin_1,recipient_field_1,amount_1,motivation_2,recipient_support_2,recipient_keymin_2,recipient_field_2,amount_2,motivation_3,recipient_support_3,recipient_keymin_3,recipient_field_3,amount_3
1705,quarterly,2012-09-25T00:00:00,3,983,KEYMIN,96,6,10,198,FIELD,21,50,19,20,SUPPORT,78,13,14,395
1706,monthly,2012-05-14T00:00:00,2,506,SUPPORT,169,15,4,19,FIELD,5,6,9,331,SUPPORT,133,19,15,9
1707,monthly,2012-06-03T00:00:00,1,830,FIELD,86,47,20,290,SUPPORT,12,47,10,312,FIELD,104,49,10,258
1708,monthly,2012-09-21T00:00:00,3,574,SUPPORT,47,45,2,152,SUPPORT,6,17,5,190,SUPPORT,32,9,3,217
1709,monthly,2012-10-13T00:00:00,2,739,SUPPORT,96,48,20,391,KEYMIN,198,39,12,496,SUPPORT,148,47,5,320
1710,once,2012-06-23T00:00:00,2,634,SUPPORT,1,26,17,107,KEYMIN,172,16,16,71,KEYMIN,156,44,15,107
1711,quarterly,2012-04-16T00:00:00,1,798,SUPPORT,85,29,1,389,KEYMIN,188,37,5,231,SUPPORT,86,41,1,484
1712,monthly,2012-12-06T00:00:00,1,814,SUPPORT,114,48,5,77,SUPPORT,121,46,3,495,SUPPORT,129,42,10,186
1713,once,2012-03-21T00:00:00,2,314,KEYMIN,31,37,1,413,SUPPORT,87,13,1,221,FIELD,63,45,3,35
1714,once,2012-04-20T00:00:00,3,820,FIELD,124,40,9,423,SUPPORT,135,38,13,203,FIELD,103,10,7,105
1715,monthly,2012-08-08T00:00:00,2,988,FIELD,31,46,13,441,SUPPORT,138,3,10,130,KEYMIN,47,30,17,152
1716,once,2012-06-27T00:00:00,2,521,SUPPORT,119,26,18,273,SUPPORT,161,43,14,453,KEYMIN,120,43,3,81
1717,monthly,2012-09-05T00:00:00,1,51,FIELD,4,31,19,446,SUPPORT,87,27,15,457,FIELD,77,27,4,48
1718,monthly,2012-04-04T00:00:00,1,230,FIELD,9,16,18,268,SUPPORT,162,6,9,257,SUPPORT,157,40,1,282
1719,monthly,2012-02-26T00:00:00,1,236,FIELD,134,28,2,214,FIELD,109,13,9,233,SUPPORT,179,35,19,90
1720,monthly,2012-04-18T00:00:00,2,852,SUPPORT,178,39,7,314,FIELD,195,20,2,461,SUPPORT,37,42,13,193
1721,monthly,2012-10-23T00:00:00,3,55,SUPPORT,155,17,10,467,SUPPORT,6,2,3,302,SUPPORT,159,31,8,378
1722,monthly,2012-05-26T00:00:00,1,478,SUPPORT,172,6,3,488,SUPPORT,194,41,15,121,SUPPORT,88,27,14,463
1723,monthly,2012-09-15T00:00:00,1,346,SUPPORT,100,40,7,75,SUPPORT,28,4,12,51,KEYMIN,17,15,20,325
1724,quarterly,2012-11-12T00:00:00,2,166,SUPPORT,40,45,6,146,KEYMIN,76,17,3,398,FIELD,39,38,3,21
1725,once,2012-11-12T00:00:00,2,794,KEYMIN,87,18,19,273,SUPPORT,112,34,7,235,SUPPORT,136,25,11,472
1726,monthly,2012-02-12T00:00:00,1,640,FIELD,17,29,20,146,FIELD,155,10,8,441,SUPPORT,33,23,14,61
1727,once,2012-04-12T00:00:00,1,132,SUPPORT,132,29,20,92,SUPPORT,190,27,20,377,SUPPORT,177,19,4,122
1728,once,2012-01-29T00:00:00,2,486,KEYMIN,14,4,2,141,FIELD,196,1,17,392,FIELD,131,12,14,231
1729,once,2012-12-12T00:00:00,2,691,SUPPORT,86,49,6,407,KEYMIN,32,10,3,130,KEYMIN,47,26,19,433
1730,once,2012-02-12T00:00:00,1,562,SUPPORT,88,15,3,128,SUPPORT,24,14,3,133,FIELD,115,10,3,266
1731,monthly,2012-09-05T00:00:00,1,669,SUPPORT,79,11,16,203,KEYMIN,108,35,14,185,SUPPORT,55,3,16,467
1732,monthly,2012-02-08T00:00:00,1,910,FIELD,11,46,13,154,SUPPORT,138,37,7,163,FIELD,21,6,20,497
1733,monthly,2012-05-30T00:00:00,3,649,SUPPORT,12,23,13,458,SUPPORT,40,22,17,67,FIELD,6,29,8,101
1734,monthly,2012-01-31T00:00:00,1,60,SUPPORT,41,19,16,90,FIELD,35,43,16,76,SUPPORT,102,50,18,408
1735,once,2012-01-23T00:00:00,1,226,FIELD,11,27,13,276,SUPPORT,188,17,10,393,FIELD,69,25,4,185
1736,monthly,2012-01-19T00:00:00,1,761,FIELD,100,44,13,39,KEYMIN,65,20,15,197,FIELD,198,33,17,9
1737,monthly,2012-08-20T00:00:00,1,639,SUPPORT,82,47,7,335,FIELD,183,48,1,199,SUPPORT,196,22,8,61
1738,monthly,2012-06-05T00:00:00,2,811,KEYMIN,89,18,18,446,KEYMIN,118,46,3,437,SUPPORT,13,9,4,335
1739,monthly,2012-10-25T00:00:00,1,641,SUPPORT,187,28,16,397,KEYMIN,176,20,2,105,SUPPORT,151,29,5,194
1740,monthly,2012-10-07T00:00:00,1,840,SUPPORT,55,28,9,107,FIELD,9,26,6,163,KEYMIN,22,40,20,440
1741,once,2012-05-24T00:00:00,1,617,SUPPORT,111,35,17,136,FIELD,19,47,14,112,FIELD,144,4,3,166
1742,monthly,2012-10-01T00:00:00,2,495,SUPPORT,44,42,8,196,SUPPORT,152,49,17,10,KEYMIN,99,34,19,382
1743,monthly,2012-06-03T00:00:00,2,15,SUPPORT,186,4,6,365,SUPPORT,191,18,14,317,SUPPORT,92,2,3,431
1744,monthly,2012-06-03T00:00:00,1,419,SUPPORT,67,50,9,111,KEYMIN,161,26,5,251,SUPPORT,58,10,5,394
1745,quarterly,2012-10-27T00:00:00,2,952,SUPPORT,32,28,11,435,SUPPORT,167,31,16,208,SUPPORT,70,27,6,346
1746,monthly,2012-03-09T00:00:00,1,371,SUPPORT,172,41,2,196,FIELD,116,23,17,484,SUPPORT,106,30,6,483
1747,monthly,2012-08-04T00:00:00,1,163,KEYMIN,26,22,5,140,FIELD,107,20,7,73,FIELD,171,33,10,341
1748,once,2012-01-21T00:00:00,1,981,SUPPORT,150,16,16,414,SUPPORT,131,38,16,496,FIELD,31,11,20,363
1749,monthly,2012-02-08T00:00:00,1,996,SUPPORT,68,25,2,400,SUPPORT,151,28,15,231,SUPPORT,127,40,6,287
1750,monthly,2012-11-20T00:00:00,2,670,KEYMIN,58,38,6,373,SUPPORT,174,23,8,327,KEYMIN,37,10,3,218
1751,monthly,2012-02-04T00:00:00,1,552,KEYMIN,188,38,11,379,SUPPORT,196,33,5,383,SUPPORT,141,18,17,106
1752,monthly,2012-01-15T00:00:00,2,440,SUPPORT,48,32,13,365,SUPPORT,167,16,6,216,SUPPORT,176,41,17,497
1753,monthly,2012-03-31T00:00:00,1,968,FIELD,3,19,4,465,KEYMIN,67,43,8,274,SUPPORT,147,6,16,164
1754,monthly,2012-07-29T00:00:00,1,920,FIELD,3,12,8,152,SUPPORT,95,31,2,367,SUPPORT,31,31,19,340
1755,monthly,2012-09-23T00:00:00,1,271,KEYMIN,176,45,15,293,SUPPORT,43,45,11,486,SUPPORT,2,47,7,321
1756,monthly,2012-06-27T00:00:00,1,348,FIELD,47,30,5,221,SUPPORT,141,24,9,499,SUPPORT,62,21,17,197
1757,quarterly,2012-04-06T00:00:00,1,131,FIELD,176,41,20,182,SUPPORT,1,36,6,337,SUPPORT,2,34,13,249
1758,once,2012-03-13T00:00:00,3,30,SUPPORT,189,37,5,261,SUPPORT,114,25,14,474,KEYMIN,68,27,4,152
1759,monthly,2012-11-08T00:00:00,2,708,FIELD,88,14,1,55,SUPPORT,10,44,14,332,SUPPORT,93,5,13,425
1760,monthly,2012-09-15T00:00:00,3,810,SUPPORT,83,9,16,351,KEYMIN,157,23,6,381,KEYMIN,23,46,17,279
1761,monthly,2012-09-15T00:00:00,2,349,FIELD,116,39,4,105,SUPPORT,199,25,20,489,SUPPORT,84,43,15,46
1762,once,2012-10-03T00:00:00,2,153,KEYMIN,67,23,15,85,SUPPORT,63,9,3,72,KEYMIN,24,40,5,79
1763,monthly,2012-01-21T00:00:00,1,64,SUPPORT,159,31,13,108,SUPPORT,139,18,9,126,KEYMIN,180,45,4,387
1764,quarterly,2012-04-24T00:00:00,1,925,SUPPORT,100,35,14,456,KEYMIN,73,7,4,373,SUPPORT,137,27,1,258
1765,monthly,2012-02-18T00:00:00,2,319,FIELD,189,16,19,375,FIELD,16,13,17,442,SUPPORT,189,22,2,382
1766,monthly,2012-05-06T00:00:00,1,779,SUPPORT,6,12,8,16,KEYMIN,17,12,20,144,FIELD,181,44,12,347
1767,monthly,2012-01-01T00:00:00,2,920,SUPPORT,167,34,18,171,FIELD,30,37,3,278,SUPPORT,122,7,1,99
1768,once,2012-01-01T00:00:00,2,155,SUPPORT,113,43,19,54,SUPPORT,110,6,9,94,SUPPORT,174,5,19,396
1769,monthly,2012-04-02T00:00:00,2,279,FIELD,46,50,8,256,KEYMIN,197,46,15,242,SUPPORT,197,30,20,253
1770,quarterly,2012-04-20T00:00:00,2,259,SUPPORT,61,10,9,137,SUPPORT,155,33,20,37,SUPPORT,97,47,6,232
1771,monthly,2012-07-27T00:00:00,1,309,FIELD,187,36,16,324,FIELD,48,16,3,21,SUPPORT,112,9,6,489
1772,once,2012-11-20T00:00:00,3,896,FIELD,124,30,5,418,SUPPORT,70,9,10,246,SUPPORT,171,32,5,465
1773,monthly,2012-11-06T00:00:00,1,275,SUPPORT,80,2,20,80,FIELD,183,34,8,419,FIELD,55,50,17,80
1774,quarterly,2012-04-10T00:00:00,1,228,SUPPORT,55,6,5,360,KEYMIN,136,27,14,121,FIELD,56,24,11,247
1775,monthly,2012-11-22T00:00:00,1,460,SUPPORT,74,40,18,41,FIELD,2,4,6,82,SUPPORT,36,7,14,288
1776,monthly,2012-12-08T00:00:00,2,347,SUPPORT,163,1,18,152,KEYMIN,89,22,4,197,FIELD,189,36,4,97
1777,monthly,2012-12-12T00:00:00,1,292,SUPPORT,33,20,18,479,KEYMIN,90,39,10,240,FIELD,183,27,13,491
1778,quarterly,2012-04-12T00:00:00,2,184,FIELD,79,32,3,39,SUPPORT,50,42,16,128,SUPPORT,159,20,5,472
1779,monthly,2012-10-23T00:00:00,3,504,SUPPORT,134,26,1,441,FIELD,22,22,7,482,SUPPORT,175,16,15,230
1780,monthly,2012-04-26T00:00:00,2,21,SUPPORT,128,11,17,467,KEYMIN,180,26,7,312,SUPPORT,68,33,2,359
1781,monthly,2012-01-09T00:00:00,1,54,KEYMIN,4,47,1,374,SUPPORT,21,36,5,127,SUPPORT,25,29,2,433
1782,monthly,2012-04-14T00:00:00,2,115,KEYMIN,16,46,12,479,SUPPORT,139,36,10,295,SUPPORT,130,16,3,150
1783,monthly,2012-05-20T00:00:00,1,245,KEYMIN,140,24,14,243,SUPPORT,128,50,11,249,SUPPORT,141,46,6,444
1784,quarterly,2012-11-12T00:00:00,1,759,SUPPORT,131,34,2,429,FIELD,106,12,5,270,SUPPORT,164,32,19,205
1785,quarterly,2012-07-27T00:00:00,2,742,SUPPORT,25,35,17,194,KEYMIN,80,30,6,154,FIELD,152,8,8,103
1786,monthly,2012-05-16T00:00:00,3,717,SUPPORT,26,12,15,340,SUPPORT,154,3,17,230,SUPPORT,119,9,4,136
1787,monthly,2012-04-08T00:00:00,3,215,SUPPORT,123,21,9,441,SUPPORT,66,17,20,401,SUPPORT,192,39,8,129
1788,once,2012-02-16T00:00:00,2,51,KEYMIN,39,8,1,390,SUPPORT,179,43,17,259,SUPPORT,152,35,11,429
1789,monthly,2012-05-16T00:00:00,2,924,SUPPORT,118,28,11,190,SUPPORT,102,49,10,295,SUPPORT,76,19,4,314
1790,monthly,2012-10-19T00:00:00,2,463,SUPPORT,109,39,3,431,KEYMIN,64,46,20,404,KEYMIN,98,46,17,150
1791,once,2012-03-05T00:00:00,3,60,SUPPORT,2,13,7,162,FIELD,177,34,3,57,FIELD,70,31,20,42
1792,monthly,2012-08-16T00:00:00,2,246,SUPPORT,52,44,10,276,FIELD,58,48,1,235,SUPPORT,136,39,15,122
1793,quarterly,2012-12-06T00:00:00,1,850,SUPPORT,142,3,14,44,FIELD,133,3,12,458,KEYMIN,71,37,6,66
1794,monthly,2012-01-17T00:00:00,2,754,SUPPORT,148,27,18,268,SUPPORT,116,17,19,282,SUPPORT,195,19,14,185
1795,once,2012-06-09T00:00:00,3,469,KEYMIN,117,47,16,276,FIELD,128,3,20,305,SUPPORT,44,31,9,164
1796,monthly,2012-04-12T00:00:00,3,140,SUPPORT,28,32,9,283,KEYMIN,180,22,18,400,FIELD,85,21,4,79
1797,monthly,2012-04-18T00:00:00,2,803,KEYMIN,1,27,18,420,FIELD,2,20,4,151,FIELD,129,47,18,294
1798,monthly,2012-08-22T00:00:00,3,899,SUPPORT,92,23,19,68,SUPPORT,3,20,14,27,FIELD,173,1,4,215
1799,once,2012-12-14T00:00:00,2,731,SUPPORT,64,22,9,81,KEYMIN,58,5,17,404,SUPPORT,19,23,5,61
1800,monthly,2012-12-04T00:00:00,1,292,FIELD,72,24,4,317,SUPPORT,157,32,3,79,KEYMIN,36,28,19,406
1801,quarterly,2012-10-05T00:00:00,1,520,SUPPORT,124,15,15,304,FIELD,64,34,3,461,SUPPORT,195,30,16,210
1802,monthly,2012-06-17T00:00:00,1,739,KEYMIN,93,7,14,396,SUPPORT,164,50,3,354,FIELD,162,49,5,270
1803,once,2012-06-21T00:00:00,1,344,SUPPORT,136,40,1,401,KEYMIN,61,34,5,117,SUPPORT,121,40,9,351
1804,once,2012-06-27T00:00:00,3,237,FIELD,196,30,3,421,FIELD,68,14,17,32,FIELD,184,23,10,493
1805,once,2012-10-27T00:00:00,2,128,SUPPORT,42,11,17,311,SUPPORT,75,16,7,400,KEYMIN,73,33,14,294
1806,quarterly,2012-08-26T00:00:00,1,215,FIELD,73,31,2,303,SUPPORT,122,30,19,156,SUPPORT,93,23,20,399
1807,once,2012-01-03T00:00:00,2,628,FIELD,109,41,14,289,SUPPORT,83,6,3,221,KEYMIN,155,14,2,206
1808,once,2012-04-30T00:00:00,2,600,SUPPORT,49,19,18,63,SUPPORT,169,32,5,69,FIELD,67,44,3,341
1809,monthly,2012-07-13T00:00:00,1,887,SUPPORT,114,35,3,488,FIELD,64,35,15,263,SUPPORT,163,28,6,449
1810,once,2012-06-17T00:00:00,2,355,FIELD,12,27,15,120,SUPPORT,59,2,18,311,FIELD,166,39,3,302
1811,once,2012-07-07T00:00:00,2,883,SUPPORT,92,17,19,378,SUPPORT,83,7,19,197,SUPPORT,178,25,13,164
1812,monthly,2012-09-13T00:00:00,1,712,KEYMIN,67,32,17,314,SUPPORT,53,1,9,373,KEYMIN,71,13,12,204
1813,once,2012-03-05T00:00:00,3,74,SUPPORT,27,48,17,25,KEYMIN,16,34,14,423,FIELD,77,15,20,397
1814,once,2012-03-27T00:00:00,2,324,FIELD,28,49,16,115,KEYMIN,17,18,1,170,KEYMIN,44,20,13,216
1815,once,2012-08-30T00:00:00,1,500,SUPPORT,84,46,19,165,FIELD,89,31,19,448,SUPPORT,19,33,7,155
1816,once,2012-10-25T00:00:00,2,864,SUPPORT,180,47,12,370,SUPPORT,188,11,15,280,SUPPORT,160,23,18,396
1817,monthly,2012-07-03T00:00:00,1,432,FIELD,101,25,6,336,SUPPORT,199,39,18,350,SUPPORT,36,28,10,396
1818,once,2012-02-20T00:00:00,2,366,FIELD,18,48,8,260,SUPPORT,158,13,1,199,SUPPORT,70,20,7,100
1819,monthly,2012-05-20T00:00:00,2,211,SUPPORT,143,8,4,381,FIELD,58,26,17,268,SUPPORT,3,46,8,331
1820,once,2012-02-02T00:00:00,1,435,SUPPORT,55,34,6,344,SUPPORT,23,20,4,229,SUPPORT,110,12,18,260
1821,monthly,2012-06-21T00:00:00,1,404,SUPPORT,66,18,8,33,SUPPORT,199,27,7,435,KEYMIN,172,47,18,387
1822,once,2012-12-26T00:00:00,1,346,KEYMIN,8,35,1,297,KEYMIN,181,12,10,398,SUPPORT,139,3,10,126
1823,monthly,2012-11-28T00:00:00,3,26,SUPPORT,35,37,4,277,SUPPORT,99,37,8,473,KEYMIN,18,44,20,468
1824,monthly,2012-08-14T00:00:00,2,258,SUPPORT,183,42,3,19,SUPPORT,116,14,13,459,KEYMIN,97,9,20,6
1825,monthly,2012-01-21T00:00:00,3,913,SUPPORT,108,37,14,329,SUPPORT,9,24,17,76,FIELD,168,44,4,6
1826,once,2012-01-31T00:00:00,3,964,FIELD,83,15,13,461,KEYMIN,14,37,17,260,FIELD,180,33,3,417
1827,monthly,2012-12-04T00:00:00,1,404,KEYMIN,153,18,7,460,SUPPORT,187,49,14,377,SUPPORT,56,17,18,414
1828,monthly,2012-03-25T00:00:00,1,697,FIELD,177,12,4,44,SUPPORT,161,25,20,109,KEYMIN,84,50,5,418
1829,once,2012-12-28T00:00:00,2,845,SUPPORT,72,12,4,107,SUPPORT,21,31,17,401,SUPPORT,42,32,12,420
1830,once,2012-05-16T00:00:00,3,36,FIELD,4,34,20,349,SUPPORT,18,30,5,404,SUPPORT,199,42,2,291
1831,once,2012-07-07T00:00:00,2,107,SUPPORT,158,10,14,365,SUPPORT,127,33,1,314,SUPPORT,117,2,4,302
1832,monthly,2012-02-06T00:00:00,2,147,KEYMIN,184,42,2,357,FIELD,14,46,12,48,KEYMIN,29,42,12,97
1833,monthly,2012-10-31T00:00:00,2,394,SUPPORT,12,45,3,377,KEYMIN,159,9,13,368,FIELD,172,24,13,52
1834,monthly,2012-01-11T00:00:00,3,307,SUPPORT,194,50,1,352,SUPPORT,17,41,19,228,KEYMIN,30,11,9,182
1835,once,2012-06-25T00:00:00,1,76,SUPPORT,176,38,15,315,SUPPORT,85,49,16,209,SUPPORT,173,48,19,236
1836,once,2012-05-30T00:00:00,2,215,SUPPORT,65,24,5,475,SUPPORT,43,1,1,153,SUPPORT,76,13,12,309
1837,monthly,2012-09-01T00:00:00,2,169,SUPPORT,109,21,4,100,SUPPORT,158,24,11,97,FIELD,85,10,3,448
1838,once,2012-07-09T00:00:00,2,217,KEYMIN,99,23,11,256,SUPPORT,103,37,16,459,SUPPORT,72,14,20,238
1839,monthly,2012-04-04T00:00:00,1,624,SUPPORT,35,40,10,493,SUPPORT,164,49,3,376,KEYMIN,11,39,12,211
1840,monthly,2012-06-15T00:00:00,2,506,SUPPORT,15,31,11,445,SUPPORT,34,1,2,99,SUPPORT,156,40,9,32
1841,quarterly,2012-12-12T00:00:00,2,465,SUPPORT,76,34,12,183,SUPPORT,145,32,4,428,SUPPORT,23,49,18,161
1842,quarterly,2012-06-25T00:00:00,1,68,SUPPORT,84,5,15,351,KEYMIN,165,38,18,449,SUPPORT,95,15,16,413
1843,quarterly,2012-09-01T00:00:00,1,292,SUPPORT,28,26,4,7,FIELD,139,4,13,265,SUPPORT,92,44,19,295
1844,once,2012-12-12T00:00:00,2,718,SUPPORT,193,29,5,363,KEYMIN,166,35,12,46,FIELD,183,27,12,450
1845,once,2012-08-22T00:00:00,1,407,SUPPORT,137,44,12,497,SUPPORT,33,2,10,344,SUPPORT,65,2,8,107
1846,once,2012-06-23T00:00:00,1,138,SUPPORT,30,5,8,327,SUPPORT,47,7,19,376,SUPPORT,147,16,5,469
1847,monthly,2012-10-25T00:00:00,3,420,FIELD,101,21,18,361,SUPPORT,7,47,1,188,SUPPORT,8,33,7,398
1848,monthly,2012-07-15T00:00:00,2,587,SUPPORT,177,26,9,227,FIELD,99,39,1,350,KEYMIN,69,8,11,280
1849,monthly,2012-09-07T00:00:00,2,751,FIELD,127,19,13,193,FIELD,197,35,12,326,KEYMIN,24,11,5,426
1850,monthly,2012-09-03T00:00:00,3,419,FIELD,178,29,10,337,KEYMIN,114,47,2,105,SUPPORT,13,34,14,336
1851,once,2012-02-22T00:00:00,3,228,SUPPORT,82,44,7,443,SUPPORT,10,1,16,142,SUPPORT,12,20,1,88
1852,once,2012-10-01T00:00:00,3,501,SUPPORT,70,27,16,441,KEYMIN,39,11,4,35,FIELD,167,36,13,338
1853,monthly,2012-10-17T00:00:00,1,347,FIELD,194,44,12,103,SUPPORT,51,7,20,206,SUPPORT,83,9,12,333
1854,monthly,2012-02-26T00:00:00,2,145,SUPPORT,46,43,11,377,FIELD,88,44,3,161,FIELD,175,19,12,425
1855,quarterly,2012-08-12T00:00:00,1,176,FIELD,67,32,1,312,SUPPORT,200,1,18,420,SUPPORT,139,38,10,289
1856,quarterly,2012-06-15T00:00:00,1,902,SUPPORT,181,32,17,198,KEYMIN,146,48,19,68,FIELD,104,14,13,277
1857,once,2012-01-29T00:00:00,1,643,SUPPORT,159,34,16,120,KEYMIN,91,48,4,297,FIELD,159,2,4,449
1858,monthly,2012-08-18T00:00:00,1,921,SUPPORT,82,34,7,208,SUPPORT,143,31,10,173,KEYMIN,3,22,7,270
1859,quarterly,2012-07-17T00:00:00,2,741,SUPPORT,107,31,20,283,SUPPORT,140,31,3,111,FIELD,119,26,19,168
1860,once,2012-11-02T00:00:00,3,446,FIELD,101,50,18,19,FIELD,138,8,2,465,FIELD,164,27,9,289
1861,once,2012-07-07T00:00:00,2,540,FIELD,171,24,3,226,KEYMIN,65,18,9,127,FIELD,80,41,8,385
1862,monthly,2012-07-05T00:00:00,2,414,FIELD,181,47,11,451,SUPPORT,14,23,6,180,SUPPORT,154,9,19,361
1863,quarterly,2012-07-13T00:00:00,1,400,SUPPORT,160,22,13,279,SUPPORT,85,20,11,49,SUPPORT,146,22,19,336
1864,quarterly,2012-12-26T00:00:00,3,40,FIELD,89,14,15,422,SUPPORT,42,40,17,441,KEYMIN,92,15,7,36
1865,quarterly,2012-02-20T00:00:00,1,548,SUPPORT,199,8,1,113,FIELD,51,21,17,163,KEYMIN,9,41,15,220
1866,once,2012-11-24T00:00:00,3,931,KEYMIN,132,11,9,315,KEYMIN,185,48,11,420,FIELD,166,20,6,267
1867,quarterly,2012-10-11T00:00:00,3,927,SUPPORT,164,33,18,379,SUPPORT,10,26,8,400,SUPPORT,177,45,3,439
1868,quarterly,2012-02-20T00:00:00,1,542,SUPPORT,194,9,5,268,FIELD,19,34,8,201,SUPPORT,128,28,11,144
1869,once,2012-02-26T00:00:00,2,165,SUPPORT,185,19,14,193,SUPPORT,16,6,19,397,SUPPORT,197,32,8,39
1870,once,2012-06-21T00:00:00,1,969,SUPPORT,124,43,1,37,SUPPORT,23,33,16,143,FIELD,131,34,16,330
1871,quarterly,2012-06-29T00:00:00,3,262,SUPPORT,171,6,10,470,SUPPORT,124,44,12,296,SUPPORT,59,18,19,213
1872,monthly,2012-03-23T00:00:00,3,775,SUPPORT,164,41,12,345,SUPPORT,163,27,18,310,SUPPORT,87,28,19,120
1873,once,2012-10-11T00:00:00,1,337,SUPPORT,46,26,11,388,SUPPORT,91,7,16,359,KEYMIN,126,47,17,277
1874,monthly,2012-09-01T00:00:00,1,858,FIELD,191,26,14,244,SUPPORT,162,15,2,119,SUPPORT,122,41,20,366
1875,monthly,2012-04-26T00:00:00,3,43,SUPPORT,109,7,12,326,SUPPORT,180,30,18,327,SUPPORT,198,24,9,263
1876,once,2012-05-10T00:00:00,1,736,KEYMIN,176,50,15,174,SUPPORT,181,11,15,189,SUPPORT,165,8,6,50
1877,monthly,2012-04-14T00:00:00,2,646,FIELD,78,37,9,133,SUPPORT,104,10,4,122,SUPPORT,70,43,18,212
1878,monthly,2012-01-09T00:00:00,2,542,KEYMIN,125,17,18,245,SUPPORT,38,42,14,263,KEYMIN,23,41,19,184
1879,monthly,2012-04-24T00:00:00,1,420,SUPPORT,143,28,14,23,FIELD,90,5,2,452,KEYMIN,155,35,10,428
1880,once,2012-09-23T00:00:00,1,408,SUPPORT,75,21,3,425,KEYMIN,73,40,6,392,FIELD,75,29,14,88
1881,once,2012-05-02T00:00:00,3,875,SUPPORT,168,23,5,239,KEYMIN,173,11,15,186,SUPPORT,52,17,16,281
1882,monthly,2012-05-22T00:00:00,2,627,SUPPORT,19,43,18,17,KEYMIN,189,18,12,244,FIELD,109,42,19,99
1883,monthly,2012-12-22T00:00:00,1,960,FIELD,60,11,15,202,SUPPORT,193,14,12,80,KEYMIN,90,39,1,272
1884,monthly,2012-03-07T00:00:00,1,992,FIELD,126,40,11,289,SUPPORT,45,25,3,451,KEYMIN,124,11,13,144
1885,monthly,2012-09-21T00:00:00,1,674,SUPPORT,16,16,18,328,FIELD,114,31,9,448,SUPPORT,121,25,10,79
1886,monthly,2012-11-30T00:00:00,2,866,SUPPORT,49,45,3,137,SUPPORT,51,12,5,84,SUPPORT,134,15,1,366
1887,once,2012-10-19T00:00:00,1,860,SUPPORT,34,9,2,180,KEYMIN,73,33,8,385,SUPPORT,81,13,5,39
1888,once,2012-12-08T00:00:00,2,867,FIELD,183,9,3,226,FIELD,52,37,10,64,SUPPORT,141,20,10,430
1889,once,2012-11-12T00:00:00,1,607,SUPPORT,86,31,14,385,SUPPORT,196,30,4,232,KEYMIN,164,9,11,331
1890,monthly,2012-07-23T00:00:00,3,39,SUPPORT,39,3,9,429,SUPPORT,173,46,1,493,SUPPORT,88,42,13,281
1891,monthly,2012-10-21T00:00:00,3,569,SUPPORT,114,35,20,57,SUPPORT,36,45,10,331,SUPPORT,177,10,12,43
1892,quarterly,2012-04-24T00:00:00,1,338,KEYMIN,102,48,11,279,FIELD,134,45,8,359,SUPPORT,37,2,8,486
1893,quarterly,2012-11-02T00:00:00,2,785,FIELD,105,38,3,18,KEYMIN,111,7,3,155,SUPPORT,186,2,5,307
1894,once,2012-08-14T00:00:00,1,872,SUPPORT,32,43,1,318,FIELD,143,37,13,33,SUPPORT,37,39,17,206
1895,once,2012-02-06T00:00:00,2,379,SUPPORT,47,17,13,392,KEYMIN,131,21,8,288,KEYMIN,161,49,1,489
1896,monthly,2012-06-05T00:00:00,2,363,KEYMIN,163,47,1,135,KEYMIN,72,42,9,114,SUPPORT,15,3,19,391
1897,once,2012-11-24T00:00:00,1,383,KEYMIN,100,25,11,81,KEYMIN,180,44,18,398,SUPPORT,74,26,18,257
1898,quarterly,2012-10-29T00:00:00,3,355,KEYMIN,106,28,18,454,SUPPORT,133,42,8,41,SUPPORT,27,15,4,275
1899,once,2012-01-05T00:00:00,1,491,SUPPORT,51,49,14,216,SUPPORT,194,26,18,42,FIELD,151,32,13,361
1900,monthly,2012-10-29T00:00:00,3,499,SUPPORT,119,17,5,210,KEYMIN,13,42,13,360,KEYMIN,4,34,18,69
1901,once,2012-07-05T00:00:00,1,557,KEYMIN,31,25,18,468,KEYMIN,187,50,16,460,SUPPORT,71,36,13,274
1902,monthly,2012-05-12T00:00:00,1,209,SUPPORT,149,6,15,86,SUPPORT,82,36,16,255,FIELD,68,34,9,238
1903,once,2012-03-05T00:00:00,2,975,KEYMIN,190,39,6,19,SUPPORT,83,25,5,135,SUPPORT,131,45,4,221
1904,monthly,2012-04-06T00:00:00,1,537,SUPPORT,64,14,17,316,KEYMIN,188,1,6,440,FIELD,197,34,1,7
1905,monthly,2012-02-06T00:00:00,1,399,SUPPORT,176,29,4,55,SUPPORT,81,14,13,240,FIELD,119,4,7,308
1906,monthly,2012-11-14T00:00:00,2,807,SUPPORT,76,8,5,271,SUPPORT,136,49,12,80,KEYMIN,135,14,20,281
1907,quarterly,2012-09-29T00:00:00,1,168,FIELD,193,45,10,17,SUPPORT,159,20,14,406,KEYMIN,167,26,20,332
1908,once,2012-04-10T00:00:00,2,533,FIELD,98,12,1,185,SUPPORT,196,22,7,40,KEYMIN,168,12,7,498
1909,monthly,2012-09-19T00:00:00,2,71,FIELD,179,2,1,319,SUPPORT,116,45,9,342,KEYMIN,75,11,5,415
1910,monthly,2012-07-19T00:00:00,1,878,SUPPORT,49,45,18,211,KEYMIN,103,17,7,433,KEYMIN,136,28,15,263
